datetime,logmove
2021-04-17,9.162829389
2021-04-17,8.841014311
2021-04-17,8.317766167
2021-04-17,9.135616826
2021-04-17,9.351839934
2021-04-17,8.317766167
2021-04-17,8.962904128
2021-04-17,9.793672687
2021-04-17,10.05878044
2021-04-17,8.850230966
2021-04-17,9.258749511
2021-04-17,8.540909718
2021-04-17,9.920934466
2021-04-17,7.896552702
2021-04-17,9.89222436
2021-04-17,8.589699882
2021-04-17,9.107642974
2021-04-17,9.234056899
2021-04-17,9.270870872
2021-04-17,10.87668778
2021-04-17,8.903815212
2021-04-17,8.219326094
2021-04-17,8.184234774
2021-04-17,8.528330936
2021-04-17,8.938006577
2021-04-17,9.169518378
2021-04-17,9.761001904
2021-04-17,9.626943225
2021-04-17,8.783855897
2021-04-17,8.702177866
2021-04-17,8.793612072
2021-04-17,8.60153434
2021-04-17,10.03381381
2021-04-17,9.107642974
2021-04-17,9.252633284
2021-04-17,9.626943225
2021-04-17,10.52363384
2021-04-17,8.61323038
2021-04-17,9.510741217
2021-04-17,9.252633284
2021-04-17,8.540909718
2021-04-17,8.812843434
2021-04-17,8.269756948
2021-04-17,9.317938383
2021-04-17,8.793612072
2021-04-17,9.056722883
2021-04-17,8.435549202
2021-04-17,9.049232212
2021-04-17,10.0505273
2021-04-17,8.476371197
2021-04-17,8.476371197
2021-04-17,8.793612072
2021-04-17,8.553332238
2021-04-17,9.026417534
2021-04-17,9.30054664
2021-04-17,9.592605087
2021-04-17,8.68067166
2021-04-17,10.1402973
2021-04-17,10.13014492
2021-04-17,10.07238609
2021-04-17,8.540909718
2021-04-17,8.783855897
2021-04-17,9.234056899
2021-04-17,9.357380115
2021-04-17,8.577723691
2021-04-17,8.435549202
2021-04-17,8.392989588
2021-04-17,8.68067166
2021-04-17,9.510741217
2021-04-17,8.702177866
2021-04-17,9.680344001
2021-04-17,8.30201781
2021-04-17,8.841014311
2021-04-17,9.17616292
2021-04-17,10.34919849
2021-04-17,9.026417534
2021-04-17,8.691482577
2021-04-17,9.234056899
2021-04-17,9.100525506
2021-04-17,8.462948177
2021-04-17,9.128696383
2021-04-17,10.0024275
2021-04-17,9.30054664
2021-04-17,9.14931567
2021-04-17,9.317938383
2021-04-17,9.30637756
2021-04-17,8.577723691
2021-04-17,9.442086812
2021-04-17,9.692272572
2021-04-17,9.431882642
2021-04-17,8.61323038
2021-04-17,9.36288977
2021-04-17,9.189321005
2021-04-17,9.524859098
2021-04-17,8.723231275
2021-04-17,9.107642974
2021-04-17,9.601300794
2021-04-17,9.189321005
