datetime,logmove
2021-04-26,8.99516499
2021-04-26,9.64782081
2021-04-26,9.034080407
2021-04-26,8.435549202
2021-04-26,9.664214619
2021-04-26,10.76688371
2021-04-26,9.169518378
2021-04-26,10.88870715
2021-04-26,10.95793895
2021-04-26,10.99835952
2021-04-26,8.577723691
2021-04-26,10.75055682
2021-04-26,8.886270902
2021-04-26,9.684336023
2021-04-26,11.89911261
2021-04-26,8.895081532
2021-04-26,9.086136769
2021-04-26,9.496421163
2021-04-26,10.96238834
2021-04-26,8.938006577
2021-04-26,9.436997743
2021-04-26,8.938006577
2021-04-26,11.05456578
2021-04-26,8.929567708
2021-04-26,10.854682
2021-04-26,11.17189887
2021-04-26,9.431882642
2021-04-26,9.727227587
2021-04-26,9.056722883
2021-04-26,9.30637756
2021-04-26,10.54744449
2021-04-26,7.87245515
2021-04-26,9.462187991
2021-04-26,9.182763604
2021-04-26,9.317938383
2021-04-26,11.5588926
2021-04-26,10.22730867
2021-04-26,11.02477416
2021-04-26,9.869310101
2021-04-26,9.36288977
2021-04-26,9.093357017
2021-04-26,8.793612072
2021-04-26,7.685243608
2021-04-26,9.29468152
2021-04-26,11.49059805
2021-04-26,9.323669057
2021-04-26,9.335032816
2021-04-26,8.803273983
2021-04-26,10.70135504
2021-04-26,9.128696383
2021-04-26,8.702177866
2021-04-26,9.55251063
2021-04-26,8.476371197
2021-04-26,7.943072717
2021-04-26,6.797940413
2021-04-26,9.984883191
2021-04-26,11.23890958
2021-04-26,8.553332238
2021-04-26,11.30722883
2021-04-26,10.1871616
2021-04-26,11.4031106
2021-04-26,9.990765561
2021-04-26,8.253227646
2021-04-26,8.61323038
2021-04-26,8.647519453
2021-04-26,10.13776885
2021-04-26,9.041685006
2021-04-26,8.219326094
2021-04-26,11.21678102
2021-04-26,10.86940619
2021-04-26,7.920083199
2021-04-26,8.378390789
2021-04-26,10.82583988
2021-04-26,11.51643928
2021-04-26,8.378390789
2021-04-26,10.47424109
2021-04-26,10.94898032
2021-04-26,8.528330936
2021-04-26,8.528330936
2021-04-26,11.11065525
2021-04-26,10.72273861
2021-04-26,9.086136769
2021-04-26,9.505990614
2021-04-26,9.221478116
2021-04-26,10.61878754
2021-04-26,7.943072717
2021-04-26,8.831711918
2021-04-26,9.156095357
2021-04-26,11.03720955
2021-04-26,9.828764006
2021-04-26,10.36747311
2021-04-26,9.340666634
2021-04-26,9.45720045
2021-04-26,10.90764263
2021-04-26,10.44114983
2021-04-26,11.02059442
2021-04-26,9.601300794
2021-04-26,8.793612072
2021-04-26,8.528330936
2021-04-26,8.929567708
2021-04-26,8.723231275
2021-04-26,10.35939226
2021-04-26,8.462948177
2021-04-26,9.00307017
2021-04-26,10.51499074
2021-04-26,10.69846904
2021-04-26,9.452187908
2021-04-26,9.078864009
2021-04-26,7.655390645
2021-04-26,9.162829389
2021-04-26,8.348537825
2021-04-26,8.803273983
2021-04-26,9.447150114
2021-04-26,9.335032816
2021-04-26,9.2023082
2021-04-26,8.712759975
2021-04-26,7.560080465
2021-04-26,8.831711918
2021-04-26,9.807857322
2021-04-26,8.647519453
2021-04-26,9.282847063
2021-04-26,7.416979621
2021-04-26,8.166216269
2021-04-26,8.378390789
2021-04-26,8.822322178
2021-04-26,11.11923081
2021-04-26,11.05961375
2021-04-26,8.348537825
2021-04-26,8.859363449
2021-04-26,10.81689413
2021-04-26,10.27256526
2021-04-26,9.656051309
2021-04-26,11.32592096
2021-04-26,10.66466714
2021-04-26,10.78161941
2021-04-26,9.240287448
2021-04-26,9.505990614
2021-04-26,7.943072717
2021-04-26,8.30201781
2021-04-26,10.22499117
2021-04-26,11.46474312
2021-04-26,11.14637333
2021-04-26,7.943072717
2021-04-26,9.566054855
2021-04-26,9.071537969
2021-04-26,7.154615357
2021-04-26,8.987196821
2021-04-26,9.447150114
2021-04-26,8.14786713
2021-04-26,9.162829389
2021-04-26,8.392989588
2021-04-26,8.462948177
2021-04-26,10.05878044
2021-04-26,9.384629757
2021-04-26,11.02997438
2021-04-26,9.660141294
2021-04-26,8.99516499
2021-04-26,10.80006525
2021-04-26,9.335032816
2021-04-26,10.95905315
2021-04-26,8.912473275
2021-04-26,8.090708716
2021-04-26,8.348537825
2021-04-26,8.030084094
2021-04-26,8.030084094
2021-04-26,9.312174678
2021-04-26,9.128696383
2021-04-26,9.566054855
2021-04-26,8.60153434
2021-04-27,8.589699882
2021-04-27,9.78290059
2021-04-27,10.74367448
2021-04-27,9.041685006
2021-04-27,9.651944527
2021-04-27,8.971067439
2021-04-27,10.43740451
2021-04-27,8.68067166
2021-04-27,9.100525506
2021-04-27,8.348537825
2021-04-27,9.477003077
2021-04-27,8.987196821
2021-04-27,9.252633284
2021-04-27,9.329367078
2021-04-27,10.53900562
2021-04-27,9.064157862
2021-04-27,9.472089062
2021-04-27,9.452187908
2021-04-27,8.51559191
2021-04-27,8.528330936
2021-04-27,8.987196821
2021-04-27,9.282847063
2021-04-27,8.868413285
2021-04-27,9.981928979
2021-04-27,9.901886271
2021-04-27,8.743850562
2021-04-27,9.842462851
2021-04-27,9.486759252
2021-04-27,9.462187991
2021-04-27,8.636219898
2021-04-27,9.034080407
2021-04-27,9.36288977
2021-04-27,9.405907156
2021-04-27,10.04776104
2021-04-27,11.06363385
2021-04-27,10.80136989
2021-04-27,9.36288977
2021-04-27,9.64782081
2021-04-27,9.049232212
2021-04-27,9.368369236
2021-04-27,8.921057018
2021-04-27,9.711842668
2021-04-27,11.25394746
2021-04-27,9.034080407
2021-04-27,8.236420527
2021-04-27,8.7740036
2021-04-27,8.903815212
2021-04-27,9.436997743
2021-04-27,8.987196821
2021-04-27,9.481893063
2021-04-27,10.05878044
2021-04-27,8.868413285
2021-04-27,10.07508515
2021-04-27,8.540909718
2021-04-27,8.764053269
2021-04-27,9.768354879
2021-04-27,10.08580911
2021-04-27,9.264828557
2021-04-27,10.16029796
2021-04-27,8.903815212
2021-04-27,9.975994243
2021-04-27,8.624791202
2021-04-27,9.3899917
2021-04-27,9.234056899
2021-04-27,8.954673629
2021-04-27,8.636219898
2021-04-27,9.121727714
2021-04-27,10.15034763
2021-04-27,9.742379392
2021-04-27,9.182763604
2021-04-27,9.258749511
2021-04-27,9.156095357
