datetime,logmove
2021-02-10,9.018695488
2021-02-10,7.655390645
2021-02-10,8.489616424
2021-02-10,8.269756948
2021-02-10,8.565602331
2021-02-10,7.560080465
2021-02-10,8.723231275
2021-02-10,7.624618986
2021-02-10,7.592870288
2021-02-10,8.30201781
2021-02-10,8.929567708
2021-02-10,8.476371197
2021-02-10,9.135616826
2021-02-10,8.877381955
2021-02-10,9.727227587
2021-02-10,8.378390789
2021-02-10,8.489616424
2021-02-10,8.540909718
2021-02-10,9.651944527
2021-02-10,7.416979621
2021-02-10,8.903815212
2021-02-10,8.253227646
2021-02-10,8.253227646
2021-02-10,9.071537969
2021-02-10,8.850230966
2021-02-10,8.647519453
2021-02-10,7.714231145
2021-02-10,8.449342525
2021-02-10,9.329367078
2021-02-10,9.790094865
2021-02-10,8.841014311
2021-02-10,7.592870288
2021-02-10,8.68067166
2021-02-10,8.589699882
2021-02-10,8.733594062
2021-02-10,8.553332238
2021-02-10,8.987196821
2021-02-10,8.877381955
2021-02-10,9.114710141
2021-02-10,8.219326094
2021-02-10,8.971067439
2021-02-10,8.435549202
2021-02-10,8.392989588
2021-02-10,8.070906089
2021-02-10,8.577723691
2021-02-10,9.100525506
2021-02-10,8.577723691
2021-02-10,8.166216269
2021-02-10,8.009030685
2021-02-10,8.050703382
2021-02-10,8.723231275
2021-02-10,9.373818841
2021-02-10,7.847762538
2021-02-10,8.647519453
2021-02-10,8.378390789
2021-02-10,8.363575703
2021-02-10,8.333270353
2021-02-10,8.66974259
2021-02-10,9.018695488
2021-02-10,8.050703382
2021-02-10,8.476371197
2021-02-10,7.82244473
2021-02-10,8.528330936
2021-02-10,8.502688505
2021-02-10,8.886270902
2021-02-10,8.30201781
2021-02-10,8.886270902
2021-02-10,7.82244473
2021-02-10,8.764053269
2021-02-10,9.169518378
2021-02-10,9.056722883
2021-02-10,8.449342525
2021-02-10,8.987196821
2021-02-10,9.570529135
2021-02-10,8.712759975
2021-02-10,9.093357017
2021-02-10,7.491087594
2021-02-10,8.348537825
2021-02-10,9.221478116
2021-02-10,8.090708716
2021-02-10,8.764053269
2021-02-10,9.100525506
2021-02-10,9.240287448
2021-02-10,7.592870288
2021-02-10,9.162829389
2021-02-10,8.219326094
2021-02-10,9.100525506
2021-02-10,8.528330936
2021-02-10,8.476371197
2021-02-10,8.51559191
2021-02-10,8.850230966
2021-02-10,8.184234774
2021-02-10,7.98752448
2021-02-10,8.317766167
2021-02-10,8.166216269
2021-02-10,8.236420527
2021-02-10,7.416979621
2021-02-10,8.7740036
2021-02-10,7.796469243
2021-02-10,8.348537825
2021-02-10,8.783855897
2021-02-10,9.056722883
2021-02-10,8.030084094
2021-02-10,8.743850562
2021-02-10,7.560080465
2021-02-10,8.236420527
2021-02-10,8.166216269
2021-02-10,8.68067166
2021-02-10,8.030084094
2021-02-10,9.472089062
2021-02-10,8.476371197
2021-02-10,8.946374826
2021-02-10,8.754002934
2021-02-10,8.553332238
2021-02-10,8.636219898
2021-02-10,7.796469243
2021-02-10,7.82244473
2021-02-10,7.896552702
2021-02-10,9.317938383
2021-02-10,8.938006577
2021-02-10,9.77201119
2021-02-10,8.489616424
2021-02-10,8.565602331
2021-02-10,9.270870872
2021-02-10,8.61323038
2021-02-10,8.184234774
2021-02-10,9.329367078
2021-02-10,8.987196821
2021-02-10,8.253227646
2021-02-10,8.333270353
2021-02-10,8.565602331
2021-02-10,8.577723691
2021-02-10,8.201934351
2021-02-10,9.17616292
2021-02-10,8.110126802
2021-02-10,9.639522007
2021-02-10,8.201934351
2021-02-10,8.462948177
2021-02-10,8.877381955
2021-02-10,9.99369382
2021-02-10,8.449342525
2021-02-10,7.82244473
2021-02-10,8.589699882
2021-02-10,9.2023082
2021-02-10,7.920083199
2021-02-10,7.560080465
2021-02-10,7.685243608
2021-02-10,7.742402022
2021-02-10,7.943072717
2021-02-10,8.050703382
2021-02-10,8.51559191
2021-02-10,7.796469243
2021-02-10,8.565602331
2021-02-10,8.166216269
2021-02-10,7.943072717
2021-02-10,9.431882642
2021-02-10,8.286017468
2021-02-10,9.329367078
2021-02-10,7.847762538
2021-02-10,9.790094865
2021-02-10,9.17616292
2021-02-10,7.98752448
2021-02-10,8.462948177
2021-02-10,9.221478116
2021-02-10,9.208739091
2021-02-10,8.236420527
2021-02-10,9.970024076
2021-02-10,8.859363449
2021-02-10,8.476371197
2021-02-10,9.987828701
2021-02-10,8.636219898
2021-02-10,9.010913347
2021-02-10,8.743850562
2021-02-10,9.2023082
2021-02-10,9.182763604
2021-02-10,9.481893063
2021-02-10,8.577723691
2021-02-10,8.764053269
2021-02-10,9.00307017
2021-02-10,9.169518378
2021-02-10,8.317766167
2021-02-10,8.912473275
2021-02-10,8.971067439
2021-02-10,9.411156511
2021-02-10,9.967025573
2021-02-10,8.565602331
2021-02-10,8.850230966
2021-02-10,9.680344001
2021-02-10,8.831711918
2021-02-10,8.754002934
2021-02-10,8.51559191
2021-02-10,8.129174997
2021-02-10,8.378390789
2021-02-10,7.896552702
2021-02-10,9.258749511
2021-02-10,7.920083199
2021-02-10,7.943072717
2021-02-10,8.435549202
2021-02-10,8.60153434
2021-02-10,9.114710141
2021-02-10,8.317766167
2021-02-10,8.51559191
2021-02-10,9.128696383
2021-02-10,9.601300794
2021-02-10,8.219326094
2021-02-10,8.929567708
2021-02-10,7.592870288
2021-02-10,8.253227646
2021-02-10,8.166216269
2021-02-10,8.66974259
2021-02-10,10.03100087
2021-02-10,8.392989588
2021-02-10,8.14786713
2021-02-10,8.702177866
2021-02-10,8.489616424
2021-02-10,8.269756948
2021-02-10,9.264828557
2021-02-10,8.476371197
2021-02-10,8.407378325
2021-02-11,8.392989588
2021-02-11,8.435549202
2021-02-11,7.796469243
2021-02-11,7.920083199
2021-02-11,8.476371197
2021-02-11,8.66974259
2021-02-11,10.30306872
2021-02-11,10.32430094
2021-02-11,7.847762538
2021-02-11,7.049254841
2021-02-11,7.98752448
2021-02-11,9.368369236
2021-02-11,11.17099838
2021-02-11,7.896552702
2021-02-11,10.75739211
2021-02-11,9.252633284
2021-02-11,10.92045585
2021-02-11,10.94447073
2021-02-11,7.943072717
2021-02-11,8.269756948
2021-02-11,10.86329744
2021-02-11,10.18956834
2021-02-11,8.61323038
2021-02-11,7.943072717
2021-02-11,8.090708716
2021-02-11,7.847762538
2021-02-11,8.636219898
2021-02-11,8.624791202
2021-02-11,11.0289365
2021-02-11,10.09641929
2021-02-11,10.38541975
2021-02-11,8.946374826
2021-02-11,9.121727714
2021-02-11,8.636219898
2021-02-11,7.560080465
2021-02-11,9.45720045
2021-02-11,10.86818742
2021-02-11,10.37148918
2021-02-11,7.491087594
2021-02-11,6.556778356
2021-02-11,10.66167313
2021-02-11,10.70279493
2021-02-11,11.00476296
2021-02-11,7.965545573
2021-02-11,8.378390789
2021-02-11,10.96902553
2021-02-11,7.87245515
2021-02-11,8.822322178
2021-02-11,10.90176372
2021-02-11,7.87245515
2021-02-11,7.526178913
2021-02-11,7.203405521
2021-02-11,7.416979621
2021-02-11,10.46515837
2021-02-11,9.049232212
2021-02-11,8.803273983
2021-02-11,8.987196821
